Work center1,Order,Material,Sales Order,Order Type,Description,MRP controller,Target quantity,Confirm.yield1,Balance1,Stor. Location,Bas. start date,Basic fin. date,System Status
,381012989,9170448701,,LA,HMI COVER FRONT WHITE PRINTED WIK419 NEW,M49,"2,200.000",0.000,0.000,,09/14/2022,09/15/2022,
,381013411,9170513700,,LA,Shiga DU AXIS WITH ARROW PRINTING,M49,"1,200.000",0.000,0.000,,09/14/2022,09/15/2022,
,381013848,9170537100,,LA,VALVE TILT PART BLACK PRINTED,M49,"4,323.000",0.000,0.000,,09/14/2022,09/15/2022,
,381008531,9170540300,,LA,CLAMP HANDLE WHITE Printed Lagoon,M49,"2,140.000",0.000,0.000,,09/14/2022,09/15/2022,
,381014372,9170557700,,LA,CLAMP HANDLE BLACK Printed Anthracite,M49,"2,162.000",0.000,0.000,,09/14/2022,09/15/2022,
,381014807,9170580200,,LA,HSG DRAWER WITH LOGO PRINTING (CHIMEI),M49,"1,212.000",0.000,0.000,,09/14/2022,09/15/2022,
,381037117,9340011100,,LA,MESH OVERMOULD,M49,"1,200.000",0.000,0.000,,09/14/2022,09/15/2022,
,381034376,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"4,420.000",0.000,0.000,,09/14/2022,09/15/2022,
,381027203,9350013300,,LA,THERMOBLOCK 100V 1400W W/QRT HEATER,M50,"1,200.000",0.000,0.000,,09/14/2022,09/15/2022,
,381027993,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/14/2022,09/15/2022,
,381027994,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/14/2022,09/15/2022,
,381027995,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,208.000",0.000,0.000,,09/14/2022,09/15/2022,
,381002873,0310103700,,LA,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,205.000",0.000,0.000,,09/15/2022,09/16/2022,
,381008932,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"19,659.000",0.000,0.000,,09/15/2022,09/16/2022,
,381035060,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381037373,3010442800,,LA,VALVE LEVER N.C.,M50,"39,320.000",0.000,0.000,,09/15/2022,09/16/2022,
,381037802,3010811900,,LA,BLOCK SHAFT N.C,M50,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381018492,3010907401,,LA,FILTER MINI N.C.,M49,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381028522,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381003180,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381009980,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381018937,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381028933,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381029283,3011229600,,LA,PLUNGER N.C,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381010626,3011229700,,LA,CHASSIS BLACK 9205,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381019367,3011230000,,LA,VALVE TOP V2 N.C,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381029715,3011230100,,LA,BLOCK SHAFT N.C,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381019796,3011230200,,LA,MAGNET HOLDER N.C,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381020216,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381030085,3011251201,,LA,DU AXIS BLACK PBT S2,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381020639,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381030650,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"11,109.000",0.000,0.000,,09/15/2022,09/16/2022,
,381011768,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"11,109.000",0.000,0.000,,09/15/2022,09/16/2022,
,381021011,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"27,740.000",0.000,0.000,,09/15/2022,09/16/2022,
,381021254,3011259700,,LA,HMI COVER FRONT PIANO BLACK WIK329,M50,"1,129.000",0.000,0.000,,09/15/2022,09/16/2022,
,381012782,3011276000,,LA,VALVE TOP N.C,M50,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381031063,3011352901,,LA,F-CONNECTOR N.C.,M49,"19,660.000",0.000,0.000,,09/15/2022,09/16/2022,
,381039041,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"19,660.000",0.000,0.000,,09/15/2022,09/16/2022,
,381031489,3011394100,,LA,FILTER N.C.,M49,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381032247,3011406700,,LA,Coffee Box Top SHIGA TRANSPARENT,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381032352,3011406800,,LA,Coffee Box Bottom SHIGA TRANSPARENT,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381032554,3011407100,,LA,WATER TANK BACK TRANSPARENT,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381032650,3011407200,,LA,WATER TANK FRONT TRANSPARENT,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381032759,3011407500,,LA,MIX CHAMBER GRIP SHIGA BLACK,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381036523,3011411101,,LA,NEW RINSING TOOL N.C,M50,"19,660.000",0.000,0.000,,09/15/2022,09/16/2022,
,381021635,3011412200,,LA,HMI COVER FRONT PIANO BLACK WIK329,M50,"1,146.000",0.000,0.000,,09/15/2022,09/16/2022,
,381039442,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"19,719.000",0.000,0.000,,09/15/2022,09/16/2022,
,381033190,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"11,109.000",0.000,0.000,,09/15/2022,09/16/2022,
,381021810,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"11,109.000",0.000,0.000,,09/15/2022,09/16/2022,
,381033675,3011427000,,LA,Drip grid black Shiga,M50,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381022252,3011517303,,LA,Back Housing ECR L,M50,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
B04ME109,381047801,3011521200,,LA,9781 SUPPORT BEAM NCS S 9000-N,M50,"17,120.000",0.000,"17,120.000",,09/15/2022,09/16/2022,
,381033927,3011521300,,LA,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"4,280.000",0.000,0.000,,09/15/2022,09/16/2022,
,381013274,3011521400,,LA,CHASSIS BLACK GRIVORY,M50,"8,559.000",0.000,0.000,,09/15/2022,09/16/2022,
,381013580,3011521500,,LA,ROCKER LEVER V2 BLACK 9205,M50,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381022547,3011521700,,LA,VALVE TILT BLACK,M50,"8,697.000",0.000,0.000,,09/15/2022,09/16/2022,
,381022826,3011521800,,LA,CLAMP HANDLE BLACK RAL 9005,M50,"3,621.000",0.000,0.000,,09/15/2022,09/16/2022,
,381014119,3011522000,,LA,Tank lid TRANSPARENT,M49,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381014669,3011553200,,LA,Thermoblock pillar 9781 ARIEL,M50,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381024823,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"11,433.000",0.000,0.000,,09/15/2022,09/16/2022,
,381025240,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"20,250.000",0.000,0.000,,09/15/2022,09/16/2022,
,381016444,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"40,500.000",0.000,0.000,,09/15/2022,09/16/2022,
,381016881,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"11,433.000",0.000,0.000,,09/15/2022,09/16/2022,
,381025688,3011650000,,LA,CLAMP PLATE BLACK 9781 FC1150L,M50,"8,559.000",0.000,0.000,,09/15/2022,09/16/2022,
,381025837,3011659400,,LA,HSG DRAWER VDI 3400 REF.24 (CHIMEI),M49,"1,212.000",0.000,0.000,,09/15/2022,09/16/2022,
,381036899,3011659500,,LA,WATER TANK COVER CHIMEI,M49,"1,200.000",0.000,0.000,,09/15/2022,09/16/2022,
,381017495,3011675500,,LA,9781 Light Guide A Transparent SMMA NAS2,M50,"8,817.000",0.000,0.000,,09/15/2022,09/16/2022,
,381036950,4050047402,,LA,NEEDLE PLATE IH WIK BATAM,M50,"49,630.000",0.000,0.000,,09/15/2022,09/16/2022,
,381001843,7070223900,,VP,9770KRUPS WE230V GREY&BLK(KP123B10)LIGHT,M47,"2,220.000",0.000,0.000,,09/15/2022,09/16/2022,
,381001646,7070276100,,VP,9781 DL EU 230V BLACK&NESC RED EDG210.B,M47,"1,548.000",0.000,0.000,,09/15/2022,09/16/2022,
,381002287,7070276200,,VP,9781 DL UK 230V WHITE&LAGOON EDG210.W,M47,592.000,0.000,0.000,,09/15/2022,09/16/2022,
,381002078,7070296300,,VP,9781 KRUPS WE 230V BLACK&ANTH KP1A3B10,M47,"2,140.000",0.000,0.000,,09/15/2022,09/16/2022,
,381001059,7070298300,,VP,9781 DL EU 230V WHITE&BLACK EDG110.WB,M47,"2,140.000",0.000,0.000,,09/15/2022,09/16/2022,
,381002227,7070299800,,VP,9639 JP SHIGA 5 BUTTON 0.8L RED,M47,528.000,0.000,0.000,,09/15/2022,09/16/2022,
,381017772,8090704103,,LA,MASTER CTN LABEL WEU KP123B10 BATAM,M47,"1,110.000",0.000,0.000,,09/15/2022,09/16/2022,
,381026116,8090816402,,LA,MSTR CTN LBL DL EDG210.W UKCA 56132C0431,M47,"1,070.000",0.000,0.000,,09/15/2022,09/16/2022,
,381018111,8090851100,,LA,MASTER CTN LBL KRUPS WE KP1A3B10,M47,"1,070.000",0.000,0.000,,09/15/2022,09/15/2022,
,381018302,8090882300,,LA,LABEL MASTER CTN ME EDG305.BG,M47,988.000,0.000,0.000,,09/15/2022,09/15/2022,
,381004904,9110245401,,LA,ASS'Y FLOWMETER,M49,"5,656.000",0.000,0.000,,09/15/2022,09/16/2022,
,381004905,9110245401,,LA,ASS'Y FLOWMETER,M49,"5,444.000",0.000,0.000,,09/15/2022,09/16/2022,
,381006412,9110245600,,LA,ASS'Y WATER TANK,M49,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381006916,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"11,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381003619,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,09/15/2022,09/15/2022,
,381005816,9110486800,,LA,ASS'Y THERMOBLOCK 230V,M47,"6,420.000",0.000,0.000,,09/15/2022,09/15/2022,
,381006127,9110487100,,LA,ASS'Y HEAD 9781 BATAM,M47,"6,420.000",0.000,0.000,,09/15/2022,09/15/2022,
,381007625,9110487500,,LA,ASS'Y WATER TANK ARIEL,M49,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381004021,9110574700,,LA,9770 ASS'Y HEAD W VLV TILT BLK CEN WEU,M47,"2,220.000",0.000,0.000,,09/15/2022,09/15/2022,
,381009672,9110592900,,LA,PULP TRAY TOP & BOTTOM SET JOY,M47,"8,560.000",0.000,0.000,,09/15/2022,09/16/2022,
,381008135,9110598700,,LA,ASSY CAPSULE HOLDER 9781 GRILON,M49,"25,698.000",0.000,0.000,,09/15/2022,09/16/2022,
,381010362,9110599600,,LA,PULP TRAY TOP & BOTTOM SET RIO,M47,"2,140.000",0.000,0.000,,09/15/2022,09/16/2022,
,381011045,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"4,420.000",0.000,0.000,,09/15/2022,09/16/2022,
,381012268,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,09/15/2022,09/16/2022,
,381026679,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"8,000.000",0.000,0.000,,09/15/2022,09/16/2022,
,381026680,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"3,100.000",0.000,0.000,,09/15/2022,09/16/2022,
,381013849,9170537100,,LA,VALVE TILT PART BLACK PRINTED,M49,"8,646.000",0.000,0.000,,09/15/2022,09/16/2022,
,381014373,9170557700,,LA,CLAMP HANDLE BLACK Printed Anthracite,M49,"2,162.000",0.000,0.000,,09/15/2022,09/16/2022,
,381034377,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"6,144.000",0.000,0.000,,09/15/2022,09/16/2022,
,381034378,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"4,956.000",0.000,0.000,,09/15/2022,09/16/2022,
,381027996,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/15/2022,09/16/2022,
,381027997,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/15/2022,09/16/2022,
,381027998,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/15/2022,09/16/2022,
,381027999,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/15/2022,09/16/2022,
,381028000,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,09/15/2022,09/16/2022,
,381028001,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,880.000,0.000,0.000,,09/15/2022,09/16/2022,
,381002874,0310103700,,LA,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,205.000",0.000,0.000,,09/16/2022,09/19/2022,
,381008933,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"19,650.000",0.000,0.000,,09/16/2022,09/19/2022,
,381035061,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"11,617.000",0.000,0.000,,09/16/2022,09/19/2022,
,381037374,3010442800,,LA,VALVE LEVER N.C.,M50,"40,354.000",0.000,0.000,,09/16/2022,09/19/2022,
,381035334,3010473201,,LA,CON ROD BLACK with Rib,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381037803,3010811900,,LA,BLOCK SHAFT N.C,M50,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381018493,3010907401,,LA,FILTER MINI N.C.,M49,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381039685,3011038100,,LA,DU PIN BLACK,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381035427,3011038400,,LA,SCREW SLEEVE N.C.,M50,"1,088.000",0.000,0.000,,09/16/2022,09/19/2022,
,381028523,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"11,617.000",0.000,0.000,,09/16/2022,09/19/2022,
,381003181,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381009981,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381018938,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381028934,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381029284,3011229600,,LA,PLUNGER N.C,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381010627,3011229700,,LA,CHASSIS BLACK 9205,M50,"11,091.000",0.000,0.000,,09/16/2022,09/19/2022,
,381019368,3011230000,,LA,VALVE TOP V2 N.C,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381029716,3011230100,,LA,BLOCK SHAFT N.C,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381019797,3011230200,,LA,MAGNET HOLDER N.C,M50,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381020217,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381035652,3011231000,,LA,GEAR WHEEL BLACK  PIN,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381011394,3011248800,,LA,HMI COVER BACK CHERRY WIK 326,M50,"1,146.000",0.000,0.000,,09/16/2022,09/19/2022,
,381029997,3011250400,,LA,SLIDER LEVER BLUE  S2 WIK416,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381038057,3011251100,,LA,DU DISC UPPER BLACK PBT S2,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381038266,3011251301,,LA,DU WASHER BLACK PBT S2,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
B04ME140,381040102,3011256800,,LA,HSG BACK GLOSSY WHITE WIK392,M50,488.000,0.000,488.000,,09/16/2022,09/16/2022,
B04ME140,381040103,3011256800,,LA,HSG BACK GLOSSY WHITE WIK392,M50,"2,200.000",0.000,"2,200.000",,09/16/2022,09/19/2022,
,381020640,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"9,943.000",0.000,0.000,,09/16/2022,09/19/2022,
,381030651,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"11,100.000",0.000,0.000,,09/16/2022,09/19/2022,
,381011769,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"11,100.000",0.000,0.000,,09/16/2022,09/19/2022,
,381021012,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,09/16/2022,09/19/2022,
,381004532,3011259600,,LA,HEAD HSG FRONT PIANO BLACK WIK329,M50,"1,146.000",0.000,0.000,,09/16/2022,09/19/2022,
,381012783,3011276000,,LA,VALVE TOP N.C,M50,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381031064,3011352901,,LA,F-CONNECTOR N.C.,M49,"19,649.000",0.000,0.000,,09/16/2022,09/19/2022,
,381039042,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"19,649.000",0.000,0.000,,09/16/2022,09/19/2022,
,381038471,3011368500,,LA,NOZZLE HOLDER BLACK,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381038678,3011368600,,LA,L-CONNECTOR TAMA,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381031490,3011394100,,LA,FILTER N.C.,M49,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381021581,3011404100,,LA,HSG BACK V2 BLACK NCS S 9000-N IND.E,M50,544.000,0.000,0.000,,09/16/2022,09/19/2022,
,381035860,3011404200,,LA,HSG BOTTOM BLACK NCS S 9000-N,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381031742,3011404400,,LA,DOUBLE CONNECTOR 90,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381036068,3011404800,,LA,SLIDER BLACK PA66 W/O GF,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381031837,3011405100,,LA,SHIGA PROTECTOR WIK 417,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381031945,3011405300,,LA,VALVE LOWER LEVER,M50,544.000,0.000,0.000,,09/16/2022,09/19/2022,
,381032036,3011405400,,LA,VALVE UPPER LEVER,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381032148,3011405500,,LA,Frame support valve,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381036279,3011406300,,LA,HSG CAP TRANSPARENT,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381032961,3011410200,,LA,DU HSG PBT SHIGA WHITE,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381036524,3011411101,,LA,NEW RINSING TOOL N.C,M50,"19,649.000",0.000,0.000,,09/16/2022,09/19/2022,
,381021636,3011412200,,LA,HMI COVER FRONT PIANO BLACK WIK329,M50,"1,494.000",0.000,0.000,,09/16/2022,09/19/2022,
,381039443,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"19,660.000",0.000,0.000,,09/16/2022,09/19/2022,
,381033191,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"11,100.000",0.000,0.000,,09/16/2022,09/19/2022,
,381021811,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"11,100.000",0.000,0.000,,09/16/2022,09/19/2022,
,381033575,3011423400,,LA,DU DISC LOWER Green PBT SHIGA Pelletize,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381022253,3011517303,,LA,Back Housing ECR L,M50,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381033928,3011521300,,LA,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"4,280.000",0.000,0.000,,09/16/2022,09/19/2022,
,381013275,3011521400,,LA,CHASSIS BLACK GRIVORY,M50,"8,562.000",0.000,0.000,,09/16/2022,09/19/2022,
,381013581,3011521500,,LA,ROCKER LEVER V2 BLACK 9205,M50,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381022548,3011521700,,LA,VALVE TILT BLACK,M50,"8,646.000",0.000,0.000,,09/16/2022,09/19/2022,
,381022827,3011521800,,LA,CLAMP HANDLE BLACK RAL 9005,M50,"4,305.000",0.000,0.000,,09/16/2022,09/19/2022,
,381014120,3011522000,,LA,Tank lid TRANSPARENT,M49,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381014670,3011553200,,LA,Thermoblock pillar 9781 ARIEL,M50,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381016251,3011628900,,LA,FRAME CHERRY WIK 326 NON PRINTING,M50,"1,146.000",0.000,0.000,,09/16/2022,09/19/2022,
,381024824,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"11,424.000",0.000,0.000,,09/16/2022,09/19/2022,
,381025241,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"20,238.000",0.000,0.000,,09/16/2022,09/19/2022,
,381016445,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"40,479.000",0.000,0.000,,09/16/2022,09/19/2022,
,381016882,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"11,424.000",0.000,0.000,,09/16/2022,09/19/2022,
,381025689,3011650000,,LA,CLAMP PLATE BLACK 9781 FC1150L,M50,"8,562.000",0.000,0.000,,09/16/2022,09/19/2022,
,381017496,3011675500,,LA,9781 Light Guide A Transparent SMMA NAS2,M50,"8,817.000",0.000,0.000,,09/16/2022,09/19/2022,
,381001844,7070223900,,VP,9770KRUPS WE230V GREY&BLK(KP123B10)LIGHT,M47,"2,220.000",0.000,0.000,,09/16/2022,09/19/2022,
,381002288,7070276200,,VP,9781 DL UK 230V WHITE&LAGOON EDG210.W,M47,"2,140.000",0.000,0.000,,09/16/2022,09/19/2022,
,381002079,7070296300,,VP,9781 KRUPS WE 230V BLACK&ANTH KP1A3B10,M47,"2,140.000",0.000,0.000,,09/16/2022,09/19/2022,
,381001060,7070298300,,VP,9781 DL EU 230V WHITE&BLACK EDG110.WB,M47,643.000,0.000,0.000,,09/16/2022,09/19/2022,
,381002228,7070299800,,VP,9639 JP SHIGA 5 BUTTON 0.8L RED,M47,"1,200.000",0.000,0.000,,09/16/2022,09/19/2022,
,381001165,7070305100,,VP,9770 DL ME 230V BLK&ANTH(EDG305.BG)LIGHT,M47,"1,975.000",0.000,0.000,,09/16/2022,09/19/2022,
,381017773,8090704103,,LA,MASTER CTN LABEL WEU KP123B10 BATAM,M47,"5,550.000",0.000,0.000,,09/16/2022,09/19/2022,
,381026117,8090816402,,LA,MSTR CTN LBL DL EDG210.W UKCA 56132C0431,M47,"1,070.000",0.000,0.000,,09/16/2022,09/19/2022,
,381018112,8090851100,,LA,MASTER CTN LBL KRUPS WE KP1A3B10,M47,"1,070.000",0.000,0.000,,09/16/2022,09/16/2022,
,381018319,8090882600,,LA,LABEL MASTER CTN ME EDG305.WR,M47,"1,344.000",0.000,0.000,,09/16/2022,09/16/2022,
,381004906,9110245401,,LA,ASS'Y FLOWMETER,M49,"5,656.000",0.000,0.000,,09/16/2022,09/19/2022,
,381004907,9110245401,,LA,ASS'Y FLOWMETER,M49,"5,433.000",0.000,0.000,,09/16/2022,09/19/2022,
,381006413,9110245600,,LA,ASS'Y WATER TANK,M49,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381006917,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"11,089.000",0.000,0.000,,09/16/2022,09/19/2022,
,381007737,9110261901,,LA,ASS'Y DRIP TRAY KP123* ARCTIC GREY&BLACK,M50,"27,703.000",0.000,0.000,,09/16/2022,09/19/2022,
,381008075,9110375600,,LA,ASSY DRIP TRAY SHIGA,M50,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381008266,9110375700,,LA,ASSY COFFEE BOX SHIGA,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381008465,9110375900,,LA,ASSY WATER TANK Shiga 0.8L,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381034065,9110377800,,LA,BACK PRESSURE VALVE ASSY SHIGA,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381008731,9110380800,,LA,ASS'Y DRIP TRAY KP120H,M50,"1,146.000",0.000,0.000,,09/16/2022,09/19/2022,
,381003620,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"4,195.000",0.000,0.000,,09/16/2022,09/16/2022,
,381005817,9110486800,,LA,ASS'Y THERMOBLOCK 230V,M47,"4,923.000",0.000,0.000,,09/16/2022,09/16/2022,
,381006128,9110487100,,LA,ASS'Y HEAD 9781 BATAM,M47,"4,923.000",0.000,0.000,,09/16/2022,09/16/2022,
,381007626,9110487500,,LA,ASS'Y WATER TANK ARIEL,M49,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381009330,9110514600,,LA,Assy. Mixing Chamber Grip and V2,M49,528.000,0.000,0.000,,09/16/2022,09/19/2022,
,381004022,9110574700,,LA,9770 ASS'Y HEAD W VLV TILT BLK CEN WEU,M47,"2,220.000",0.000,0.000,,09/16/2022,09/16/2022,
,381005377,9110574900,,LA,9770 ASS'Y HEAD W/ VALVE TILT BLACK CEN,M47,"1,975.000",0.000,0.000,,09/16/2022,09/16/2022,
,381009673,9110592900,,LA,PULP TRAY TOP & BOTTOM SET JOY,M47,"8,560.000",0.000,0.000,,09/16/2022,09/19/2022,
,381011046,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"11,100.000",0.000,0.000,,09/16/2022,09/19/2022,
,381012269,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,09/16/2022,09/19/2022,
